id,alamat,kelurahan_id,no_tps
3213,Jl. Manukan Indah 2 pertigaan,127,TPS 11
3214,Manukan Tengah VII,127,TPS 12
3215,Manukan Rejo RT 03,127,TPS 13
3216,Pendopo Balai RW 04,127,TPS 14
3217,Manukan Luhur I Blok 2D RT 01,127,TPS 15
3218,Manukan Luhur I Blok 02 RT 02,127,TPS 16
3219,Manukan Rejo  Blok 5 (Balai RW 05),127,TPS 17
3220,Depan Pos RT 02 RW VI,127,TPS 18
3221,Depan Pos RT 05 RW VI,127,TPS 19
3222,Lapangan RW VI Dpn Masjid Attaqwa,127,TPS 20
3223,Jl. M. Karya SDN M. Kln II/III,127,TPS 21
3224,Manukan Asri RT 01,127,TPS 22
3225,Manukan Peni RT 03,127,TPS 23
3226,Manukan Dadi RT 05,127,TPS 24
3227,Manukan Rukun RT 10,127,TPS 25
3228,Manukan Asri RT 11,127,TPS 26
3229,Manukan Ranu Masjid Baitussalam,127,TPS 27
3230,Manukan Tirto Lapangan RW 08,127,TPS 28
3231,Manukan Wasono RT 10,127,TPS 29
3232,Manukan Mukti Blok  X No 1,127,TPS 30
3233,Manukan Adi  Pos RT 07,127,TPS 31
3234,Manukan Mukti VII,127,TPS 32
3235,Manukan Kasman RT 01 Depan Pos,127,TPS 33
3236,Manukan Kasman RT 02 Depan Pos,127,TPS 34
3237,Manukan Kasman RT 07 Depan Pos,127,TPS 35
3238,Manukan Kulon II RT 05 Depan Pos,127,TPS 36
3239,"M. Tohirin Perbatasan RT 08, RT 06",127,TPS 37
3240,M. Tohirin  RT 04,127,TPS 38
3241,Manukan Lor II-B RW.11,127,TPS 39
3242,Manukan Lor II-H RW.11,127,TPS 40
3243,Manukan Lor II-L RW.11,127,TPS 41
3244,Manukan Lor 01 - D RT 02 RW 12,127,TPS 42
3245,Manukan Lor III - A ,127,TPS 43
3246,Manukan Lor III - C,127,TPS 44
3247,Manukan Krajan III RW 13,127,TPS 45
3248,Manukan Krajan IV (Balai  RW 13),127,TPS 46
3249,Manukan Subur V RT 02,127,TPS 47
3250,Balai RW XIV,127,TPS 48
3251,Wonorejo II (Depan Pos RT 02),127,TPS 49
3252,Wonorejo I (Balai RW XV),127,TPS 50
3253,BALAI RW 01 JL. MANUKAN LOR IV K ,128,TPS 1
3254,DEPAN POS KAMLING RT 03 JL. MANUKAN LOR IV F,128,TPS 2
3255,DEPAN POS KAMLING RT 04 JL. MANUKAN LOR IV G,128,TPS 3
3256,JL. MANUKAN LOR V B (PERTIGAAN RT 02 RW 02),128,TPS 4
3257,JL. MANUKAN LOR VI A (PEREMPATAN RT 05 RW 02),128,TPS 5
3258,JL. MANUKAN LOR VI B (PERTIGAAN RT 07 RW 02),128,TPS 6
3259,BALAI RT 03  RW 03 JL. MANUKAN LOR 7H,128,TPS 7
3260,BALAI RT 05  RW 03 JL. MANUKAN LOR 7B,128,TPS 8
3261,BALAI RT 08  RW 03 JL. MANUKAN LOR 8D,128,TPS 9
3262,BALAI RT 01 RW 04  JL. BANJARSUGIHAN Gg I,128,TPS 10
3263,BALAI RT 02 RW 04  JL. BANJARSUGIHAN Gg I,128,TPS 11
3264,BALAI RT 04 RW 04 JL. BANJARSUGIHAN Gg III,128,TPS 12
3265,BALAI RT 05 RW 04 JL. BANJARSUGIHAN Gg IV,128,TPS 13
3266,BALAI RT 03 RW 04 JL. BANJARSUGIHAN Gg TELAGA,128,TPS 14
3267,BALAI RT 06 RW 04 JL. STASIUN BANJARSUGIHAN Gg I,128,TPS 15
3268,Halaman DINSOS jl. Kedungsari,129,TPS 1
3269,Surabayan I,129,TPS 2
3270,Surabayan III,129,TPS 3
3271,Surabayan IV,129,TPS 4
3272,Kedung klinter I - 88,129,TPS 5
3273,Kedung klinter II,129,TPS 6
3274,Kedung klinter IV - 30,129,TPS 7
3275,Kedung klinter IV - 75,129,TPS 8
3276,Kedung klinter  V,129,TPS 9
3277,Kedung klinter I Maskan,129,TPS 10
3278,Kedung Klinter VII,129,TPS 11
3279,Depan Balai RW IV Kedung Rukem I Genuk,129,TPS 12
3280,Kedung Ruken 2 Tengah,129,TPS 13
3281,Kedung Ruken III,129,TPS 14
3282,Kedung RukenV,129,TPS 15
3283,Kedung Ruken IV - 72,129,TPS 16
3284,Kedung Ruken IV - 30,129,TPS 17
3285,Kedung Ruken IV - 10,129,TPS 18
3286,Kedung  Turi   III,129,TPS 19
3287,Kedung  Turi   II,129,TPS 20
3288,Kedung  Turi   V,129,TPS 21
3289,Kedung  Turi Besar,129,TPS 22
3290,Plemahan VII,129,TPS 23
3291,Plemahan IX,129,TPS 24
3292,Plemahan Besar No. 52,129,TPS 25
3293,Plemahan XI,129,TPS 26
3294,Lapangan Parkir Tunjungan Plasa,129,TPS 27
3295,Plemahan Besar No. 10,129,TPS 28
3296,Plemahan V - 31,129,TPS 29
3297,Plemahan VI - 25,129,TPS 30
3298,Kaliasin II,129,TPS 31
3299,Kaliasin VII,129,TPS 32
3300,Kaliasin Pompa,129,TPS 33
3301,Kaliasin X -,129,TPS 34
3302,Kaliasin VIII,129,TPS 35
3303,Jl. Kedungsari 45,130,TPS 1
3304,Jl. Wonorejo I/5,130,TPS 2
3305,Jl. Wonorejo I/33,130,TPS 3
3306,Jl. Wonorejo I/105,130,TPS 4
3307,Jl. Wonorejo 2/79,130,TPS 5
3308,Jl. Wonorejo 2/84 ( SDN Wonorejo I ),130,TPS 6
3309,Jl. Wonorejo 2/51,130,TPS 7
3310,Jl. Wonorejo 2/46,130,TPS 8
3311,Jl. Wonorejo 2/17,130,TPS 9
3312,Jl. Wonorejo 3( Balai RW V ),130,TPS 10
3313,Jl. Wonorejo 3/27,130,TPS 11
3314,Jl. Wonorejo 3/40,130,TPS 12
3315,Jl. Wonorejo 3/52,130,TPS 13
3316,Jl. Wonorejo 3/47,130,TPS 14
3317,Jl. Wonorejo 3/80,130,TPS 15
3318,Jl. Wonorejo 3/81,130,TPS 16
3319,Jl. Wonorejo 3/90,130,TPS 17
3320,Jl. Wonorejo 4/118,130,TPS 18
3321,Jl. Wonorejo 4/134,130,TPS 19
3322,Jl. Wonorejo 4/91-93,130,TPS 20
3323,Jl. Wonorejo 4/73,130,TPS 21
3324,Jl. Wonorejo 4/56 (Gereja),130,TPS 22
3325,Jl. Wonorejo 4/23,130,TPS 23
3326,Jl. Wonorejo 4/5,130,TPS 24
3327,Jl. Tempel Sukorejo I/107,130,TPS 25
3328,Jl. Tempel Sukorejo I/106,130,TPS 26
3329,Jl. Tempel Sukorejo I/114,130,TPS 27
3330,Jl. Tempel Sukorejo I/16,130,TPS 28
3331,Jl. Tempel Sukorejo I/55,130,TPS 29
3332,Jl. Tempel Sukorejo I/91,130,TPS 30
3333,Jl. Pasar Kembang 89 -91 ( Mardi Sunu ),130,TPS 31
3334,Jl. Tempel Sukorejo 2/18,130,TPS 32
3335,Jl. Tempel Sukorejo 6 ( RT 03 ),130,TPS 33
3336,Jl. Tempel Sukorejo 5 ( RT 05 ),130,TPS 34
3337,Jl. Tempel Sukorejo 4 ( Balai RW X ),130,TPS 35
3338,Jl. Kampung Malang Kulon V / 29,130,TPS 36
3339,Jl. Kampung Malang Kulon I/ 50,130,TPS 37
3340,,130,TPS 38
3341,Jl. Kampung Malang Kulon II/16,130,TPS 39
3342,Jl. Kampung Malang Kulon I/34,130,TPS 40
3343,Keputran Gg II,131,TPS 1
3344,Keputran Gg V (SMP MKU),131,TPS 2
3345,Balai RW (Jl. Urip Sumoharjo),131,TPS 3
3346,SD Dapena (Jl. Dinoyo 29),131,TPS 4
3347,SMP Katarina (Jl. Majapahit 38),131,TPS 5
3348,SMP Katarina (Jl. Majapahit 38),131,TPS 6
3349,Dinoyo Tangsi 1 (Balai RW 2),131,TPS 7
3350,Dinoyo Baru (Balai RW 3),131,TPS 8
3351,Dinoyo Baru 25 (SD Tri Bhakti),131,TPS 9
3352,Dinoyo Baru 42,131,TPS 10
3353, Lapangan RT 04 RW III,131,TPS 11
3354,Balai RT VI (Dinoyo Tenun),131,TPS 12
3355,SDN Keputran I (Jl. Dinoyo Sek I/17),131,TPS 13
3356,SDN Keputran I (Jl. Dinoyo Sek I/17),131,TPS 14
3357,Lapangan Dinoyo Gg Buntu,131,TPS 15
3358,SDN Keputran IV (Dinoyo Sek II/19),131,TPS 16
3359,Balai RW IV (Dinoyo Baru 58),131,TPS 17
3360,Dinoyo Alun2 II/17,131,TPS 18
3361,Dinoyo Gg 9,131,TPS 19
3362,Asrama Ramayana (Jl. Dinoyo 149),131,TPS 20
3363,Balai RW V (Dinoyo X),131,TPS 21
3364,Balai RT V RW V (Jl. Serayu),131,TPS 22
3365,Balai RT VII RW V (Jl. Tanggulangin 10),131,TPS 23
3366,JL. GRUDO 5  (POS RT 5 RW 1),132,TPS 1
3367,JL. GRUDO 2 (SMP TEUKU UMAR),132,TPS 2
3368,JL. KUPANG SEGUNTING 1 (BALAI RT 1 RW 2),132,TPS 3
3369,JL. KUPANG SEGUNTING 6 (BALAI RT 4 RW 2),132,TPS 4
3370,JL.KUPANG SEGUNTING 4 ( BALAI  RT 5 RW2),132,TPS 5
3371,JL.KUPANG SEGUNTING 3 ( BALAI  RW 2),132,TPS 6
3372,PEREMPATAN JL KUPANG SEGUNTING 5,132,TPS 7
3373,JL. KUPANG PANJAAN 1/20 (BALAI RT 1 RW 3),132,TPS 8
3374,JL. PANDEGILING 177 (BALAI RT 2 RW 3) BELAKANG,132,TPS 9
3375,JL. KUPANG PANJAAN 2/30 (BALAI RW 3),132,TPS 10
3376,JL. KUPANG PANJAAN 2/67,132,TPS 11
3377,JL. KUPANG PANJAAN 4/38,132,TPS 12
3378,JL. KUPANG PANJAAN 4/25,132,TPS 13
3379,JL. KUPANG PANJAAN 5/36 (BALAI  RW 4),132,TPS 14
3380,JL. KUPANG PANJAAN 3A (TK KARTIKA),132,TPS 15
3381,JL. KUPANG PRAUPAN PASAR 1  /9 (MI. MIFTAHUL ULUM),132,TPS 16
3382,JL. KUPANG PRAUPAN 2/9,132,TPS 17
3383,JL. KUPANG PRAUPAN 1  /10,132,TPS 18
3384,JL. TAMAN COKROAMINOTO (BALAI RW 8),132,TPS 19
3385,JL. RA KARTINI 82,132,TPS 20
3386,JL. RONGGOLAWE 4,132,TPS 21
3387,JL. WR . SUPRATMAN 43,132,TPS 22
3388,JL. TRUNOJOYO 28,132,TPS 23
3389,JL. MH. TAMRIN 48-A,132,TPS 24
3390,JL. IMAM BONJOL  128.,132,TPS 25
3391,JL. PREGOLAN BUNDER,133,TPS 1
3392,JL. KAMPUNG MALANG UTARA gg. 2,133,TPS 2
3393,JL. KAMPUNG MALANG UTARA gg. 3,133,TPS 3
3394,JL. KAMPUNG MALANG UTARA (wil. RT.06),133,TPS 4
3395,JL. KAMPUNG MALANG (balai RW.04),133,TPS 5
3396,JL. KAMPUNG MALANG 8/21,133,TPS 6
3397,JL. KAMPUNG MALANG 5/48,133,TPS 7
3398,JL. KEDONDONG KIDUL 3/33,133,TPS 8
3399,JL. KAMPUNG MALANG gg. 5 (pos tingkat),133,TPS 9
3400,JL. KAMPUNG MALANG gg. 5 (balai RT.06),133,TPS 10
3401,JL. KAMPUNG MALANG WETAN gg. 2 (GOR),133,TPS 11
3402,JL. KEDONDONG KIDUL 1/5,133,TPS 12
3403,JL. KEDONDONG KIDUL 1/32,133,TPS 13
3404,JL. PANDEGILING gg. 01 (sekolahan SD),133,TPS 14
3405,JL. KEDONDONG KIDUL gg. 4 (pos RT.08),133,TPS 15
3406,JL. KEDONDONG KIDUL gg. 1 (lap. Leo),133,TPS 16
3407,JL. KEDONDONG KIDUL gg. 1/84 (lapangan),133,TPS 17
3408,JL. KEDONDONG KIDUL gg. 2,133,TPS 18
3409,JL. KEDONDONG no. 21 (pos RT.16),133,TPS 19
3410,JL. PANDEGILING 1/40 (balai RT.01),133,TPS 20
3411,JL. PANDEGILING 2/19 (lapangan),133,TPS 21
3412,JL. PANDEGILING 3/24 (lapangan),133,TPS 22
3413,JL. PANDEGILING gg. 4 (balai RT.04),133,TPS 23
3414,JL. PANDEGILING gg. 5 (wilayah RT.06),133,TPS 24
3415,JL. PANDEGILING TENGAH (wilayah RT.07),133,TPS 25
3416,JL. PANDEGILING TENGAH (wilayah RT.08),133,TPS 26
3417,SDN Ktisari II Jl. Kutisari V/6,134,TPS 1
3418,Jl. Kutisari Utara IIA -1 Balai RT 1,134,TPS 2
3419,Jl Kutisari Utara II/ 14,134,TPS 3
3420,Jl. Kutisari Utara IIC,134,TPS 4
3421,"Jl. Kutisari Utara IV, Balai RT 4",134,TPS 5
3422,Jl. Kutisari Utara I/ 44,134,TPS 6
3423,"Jl. Kutisari Utara I, Pos RT 7",134,TPS 7
3424,Jl. Kutisari Utara III/ 14,134,TPS 8
3425,Jl. Kutisari Utara V Balai RT 9,134,TPS 9
3426,Jl. Kutisari Selatan II/ 1,134,TPS 10
3427,Jl. Kutisari Selatan II/25,134,TPS 11
3428,Jl. Kutisari Selatan I (Lap. Pringgodani),134,TPS 12
3429,Jl. Kutisari Selatan V (Balai RT 3),134,TPS 13
3430,Jl. Kutisari Selatan 102,134,TPS 14
3431,Jl. Kutisari Selatan XI/43,134,TPS 15
3432,Jl. Kutisari Selatan XV/ 49,134,TPS 16
3433,Jl. Kutisari Selatan III Pos Kamling RT 7,134,TPS 17
3434,Jl. Kutisari Indah Barat I,134,TPS 18
3435,Jl. Kutisari Indah Barat V Balai RW 4,134,TPS 19
3436,Jl. Kutisari Indah Barat VII Balai RT 7,134,TPS 20
3437,Jl. Kutisari Indah Selatan VI SMPN 49,134,TPS 21
3438,Jl. Kutisari Indah Selatan VI SMPN 49,134,TPS 22
3439,Jl. Kutisari Indah Utara VI Pos RT 1,134,TPS 23
3440,Jl. Kutisari Indah Utara V Balai RW 6,134,TPS 24
3441,JL. RAYA PRAPEN 1,135,TPS 1
3442,PANJANGJIWO LEBAR / 17,135,TPS 2
3443,PANJANGJIWO 6 / 10,135,TPS 3
3444,RAYA PANJANGJIWO ,135,TPS 4
3445,PANJANGJIWO SDI 17,135,TPS 5
3446,PANJANGJIWO SDI 66,135,TPS 6
3447,PANDUK NO. 6,135,TPS 7
3448,DEPAN RMH PANDUK NO. 56,135,TPS 8
3449,PANDUK GG 5,135,TPS 9
3450,PANJANGJIWO 7 / 5,135,TPS 10
3451,PANJANGJIWO GG LEBAR,135,TPS 11
3452,PANJANGJIWO GG 9,135,TPS 12
3453,PANJANGJIWO PERMAI III,135,TPS 13
3454,JL. KYAI ABDULLAH,135,TPS 14
3455,PRAPEN GG. MASJID,135,TPS 15
3456,PRAPEN INDAH V,135,TPS 16
3457,PRAPEN INDAH TIMUR 12,135,TPS 17
3458,JL.TENGGILIS TIMUR II/30,136,TPS 1
3459,JL.TENGGILIS TIMUR VI,136,TPS 2
3460,JL.TENGGILIS MEJOYO SEL.VII,136,TPS 3
3461,JL.KAUMAN 20,136,TPS 4
3462,JL.TENGGILIS KAUMAN IV/15,136,TPS 5
3463,JL.TENGGILIS UTARA DEPAN BALAI RW,136,TPS 6
3464,JL.TENGGILIS UTARA III,136,TPS 7
3465,JL.TENGGILIS LAMA II,136,TPS 8
3466,JL.TENGGILIS LAMA IV,136,TPS 9
3467,JL.TENGGILIS LAMA III,136,TPS 10
3468,JL.TENGGILIS MEJOYO UTARA III,136,TPS 11
3469,JL.TENGGILIS MULYA I,136,TPS 12
3470,JL.TENGGILIS MULYA BALAI RW,136,TPS 13
3471,JL.TENGGILIS MULYA 100/111,136,TPS 14
3472,YKP  TAMAN  Kendangsari,137,TPS 1
3473, Koperasi  Sarinah,137,TPS 2
3474,Kendangsari  YKP Blok  D,137,TPS 3
3475,Balai  RW. 2  Kendangsari,137,TPS 4
3476,Kendangsari  Gang 2,137,TPS 5
3477,Kendangsari Gang  3,137,TPS 6
3478,Kendangsari Gang 4 ( Pos RT Depan ),137,TPS 7
3479,Kendangsari  Gang  5  ( Pos RT ),137,TPS 8
3480, Kendangsari  Gang  7  ( Pos  RT ),137,TPS 9
3481,Kendangsari Gang 4  ( Pondok AITAM ),137,TPS 10
3482,Kendangsari Gang   9  ( Pos RT ),137,TPS 11
3483,Kendangsari Gang  11  ( Pos  RT ),137,TPS 12
3484,Kendangsari Gang  11  ( Pos  RT ),137,TPS 13
3485,Kendangsari Gang  10,137,TPS 14
3486,Kendangsari Gang   14,137,TPS 15
3487,Kendangsari Gang  15,137,TPS 16
3488,  Kendangsari Gang  6,137,TPS 17
3489,Kendangsari Gang  8,137,TPS 18
3490, Kendangsari Gang  1,137,TPS 19
3491,  Kendangsari Gang  12,137,TPS 20
3492,Babatan RT 01/RW 01,138,TPS 1
3493,Babatan RT 05/RW 01,138,TPS 2
3494,Babatan RT 07/RW 01,138,TPS 3
3495,Babatan RT 02/RW 02,138,TPS 4
3496,Babatan RT 04/RW 02,138,TPS 5
3497,Babatan RT 03/RW 02,138,TPS 6
3498,Babatan RT 06/RW 02,138,TPS 7
3499,Babatan RT 07/RW 02,138,TPS 8
3500,Babatan RT 05/RW 02,138,TPS 9
3501,Dk. Karangan RT 01/RW 03,138,TPS 10
3502,Dk. Karangan RT 04/RW 03,138,TPS 11
3503,Dk. Karangan RT 10/RW 03,138,TPS 12
3504,Dk. Karangan RT 02/RW 03,138,TPS 13
3505,Dk. Karangan RT 11/RW 03,138,TPS 14
3506,Dk. Karangan RT 05/RW 03,138,TPS 15
3507,Dk. Karangan RT 08/RW 03,138,TPS 16
3508,Dk. Karangan RT 09/RW 03,138,TPS 17
3509,Karangan Jaya RT 12/RW 03,138,TPS 18
3510,Karangan Jaya RT 06/RW 03,138,TPS 19
3511,Babatan Indah RT 02/RW 04,138,TPS 20
3512,Babatan Indah B.12 no. 15 RT 04/RW 04,138,TPS 21
3513,Babatan Pilang RT 01/RW 05,138,TPS 22
3514,Babatan Pilang RT 02/RW 05,138,TPS 23
3515,Griya Babatan Mukti RT 05/RW07,138,TPS 24
3516,Babatan Pilang RT 06/RW 05,138,TPS 25
3517,Balai RW 06 Pondok Rosan,138,TPS 26
3518,Pendopo Babatan Mukti RW 07,138,TPS 27
3519,Babatan Mukti RT 03/RW07,138,TPS 28
3520,Babatan Pratama RT 01/RW 08,138,TPS 29
3521,Babatan Pratama RT 04/RW 08,138,TPS 30
3522,Babatan Pratama RT 06/RW 08,138,TPS 31
3523,Babatan Pratama RT 08/RW 08,138,TPS 32
3524,Villa Valensia blok PA.16 no. 6 RW 09,138,TPS 33
3525,Graha Sampurna Indah RW 10,138,TPS 34
3526,Graha Family blok P,138,TPS 35
3527,Rumah Bp. Abd. Kholik RW 01,139,TPS 1
3528,Balai RW 01 dk. Balas,139,TPS 2
3529,Rumah Pak Harto RT 01/RW 02,139,TPS 3
3530,Ruang SDN Balas Klumprik,139,TPS 4
3531,Balai RW 02 dk. Klumprik,139,TPS 5
3532,Depan rumah Bp. Lugito RW 03,139,TPS 6
3533,Balai RW 03 dk. Gempol,139,TPS 7
3534,Balai RW 04 dk. Sumberan,139,TPS 8
3535,Balai RW 05 pondok manggala,139,TPS 9
3536,Balai RT 01/RW 06 Pondok Maritim,139,TPS 10
3537,Balai RT 02/RW 06 Pondok Maritim,139,TPS 11
3538,Balai RT 06/RW 06 Pondok Maritim,139,TPS 12
3539,Pos RT 09 belakang sentra PKL pondok maritim,139,TPS 13
3540,Balai RT 08/RW 06 Pondok Maritim,139,TPS 14
3541,Balai RT 04/RW 06 Pondok Maritim,139,TPS 15
3542,Balai RW 07 Pondok Maritim,139,TPS 16
3543,Balai RW 06 Taman Pondok Indah,140,TPS 1
3544,Depan rumah bp. Abd. Rahman RT 01/RW 04 Kramat,140,TPS 2
3545,Depan rumah ibu Didin RT 02/RW 04 Kramat,140,TPS 3
3546,Depan rumah bp. Paiman RT 03/RW 04 Kramat,140,TPS 4
3547,Halaman rumah bp. Harmaji RT 06/RW 03 Gemol,140,TPS 5
3548,Halaman Toserba WETA RT 03/RW 03 Gemol,140,TPS 6
3549,Depan rumah bp. Solikhin  RT 02/RW 03 Gemol,140,TPS 7
3550,Depan rumah ibu Gito RT 01/03 Gemol,140,TPS 8
3551,Depan rumah bp. Sholi RT 05/RW 02 Gogor,140,TPS 9
3552,Halaman SMP Muhammadiyah RT 04/RW 02 Gogor,140,TPS 10
3553,Depan rumah bp. Buang RT 03/RW 02 Gogor,140,TPS 11
3554,Balai RW 02 Gogor,140,TPS 12
3555,Balai RW 01 Jarsongo,140,TPS 13
3556,Depan rumah bp. Marhadi RW 05 blok L 12 Darmo Sentosa Raya,140,TPS 14
3557,Sebelah rumah H. Amin S. RT 01/RW 01,141,TPS 1
3558,Rumah bp. Hariadi RT 04/RW 01,141,TPS 2
3559,Rumah bp. Matsari RT 05/RW 01,141,TPS 3
3560,Rumah bp. Jumirin RT 01/RW 02,141,TPS 4
3561,Balai RW 02,141,TPS 5
3562,Rumah bp. Agung RT 02/RW 02,141,TPS 6
3563,Rumah Ketua RT 01/RW 03,141,TPS 7
3564,Rumah bp. Heru RT 05/RW 06,141,TPS 8
3565,Gedung Serba Guna RT 01/RW 04,141,TPS 9
3566,Rumah bp. Narko RT 02/RW 04,141,TPS 10
3567,Rumah bp. Surisono,141,TPS 11
3568,Halaman Pondok Keramik,141,TPS 12
3569,RT 05/RW 05 Wiyung,141,TPS 13
3570,Rumah bp. Tulis RT 01/RW 06,141,TPS 14
3571,Balai RW 06 Wiyung,141,TPS 15
3572,Rumah Ibu Tuka RW 06,141,TPS 16
3573,Depan Rumah Ketua RT 04/RW 06,141,TPS 17
3574,Balai RW 07 Wiyung,141,TPS 18
3575,Lapangan RW 07,141,TPS 19
3576,Taman Pondok Indah blok HH no. 11,141,TPS 20
3577,Depan Club House Dian Istana,141,TPS 21
3578,Balai RW 09 Wiyung,141,TPS 22
3579,Pos RT 03/RW 09,141,TPS 23
3580,Bendul Merisi Gang II ,142,TPS 1
3581,Bendul Merisi Gang II Dalam,142,TPS 2
3582,Samping rumah H. Mudasir Bendul Merisi Bsr Tmr,142,TPS 3
3583,Balai RW III Bendul Merisi Indah no. 03,142,TPS 4
3584,Balai RW III Bendul Merisi Indah no. 03,142,TPS 5
3585,Di Pos RW IV Bendul Merisi I Selatan,142,TPS 6
3586,Bendul Merisi Gg VI ,142,TPS 7
3587,Bendul Merisi Gg. I Selatan,142,TPS 8
3588,Bendul Merisi Besar Timur SDN 408,142,TPS 9
3589,Bendul Merisi Gg VIII ,142,TPS 10
3590,Bendul Merisi Gg Besar Selatan ,142,TPS 11
3591,BALAI RW VI Bendul Merisi,142,TPS 12
3592,Bendul Merisi Selatan Gg Buntu,142,TPS 13
3593,Balai RW VIII Bendul Merisi ,142,TPS 14
3594,Kampus STIBA Satya Widya ,142,TPS 15
3595,POSKO Keamanan RW. IX  Blok G-K,142,TPS 16
3596,Balai RW IX Bendul Merisi Belakang Kelurahan,142,TPS 17
3597,Balai RW X Bendul Merisi,142,TPS 18
3598,Balai RW X Bendul Merisi,142,TPS 19
3599,Balai RW X Bendul Merisi,142,TPS 20
3600,Bendul Merisi Jaya IV/Prempatan,142,TPS 21
3601,Bendul Merisi Jaya Selatan VI,142,TPS 22
3602,JL.Jemur Andayani 4/12 (gedung BI),143,TPS 1
3603,Jl.Jemur Andayani 12/1,143,TPS 2
3604,Jl.Jemur Ngawinan I/71,143,TPS 3
3605,Jl.Jemur Ngawinan I/31,143,TPS 4
3606,Jl.Jemur Ngawinan No.42,143,TPS 5
3607,Jl.Jemur Wonosari Gg I No.16,143,TPS 6
3608,Jl.Jemur Wonosari Gg Masjid No.40,143,TPS 7
3609,Jl.Jemur Wonosari Gg III (RT8/RW3),143,TPS 8
3610,Jl.Jemur Wonosari Gg Lebar No. 116,143,TPS 9
3611,Jl.Wonocolo Gg II/8 RW04,143,TPS 10
3612,Jl.Wonocolo Gg III/11 RW04,143,TPS 11
3613,Jl.Wonocolo Gg KH. Zubair No.28 C,143,TPS 12
3614,Jl.Wonocolo Gg IV/17 (post RT06),143,TPS 13
3615,Jl.Wonocolo Gg Salafiah,143,TPS 14
3616,Jl.Jemurwonosari Lebar (Balai RW05),143,TPS 15
3617,Jl.Wonocolo Pabrik Kulit No.114,143,TPS 16
3618,Jl.Wonocolo Pabrik Kulit (Lap.RT.06/RW05),143,TPS 17
3619,Balai RT08/RW05 (Jl.Jemursari VIII Pojok),143,TPS 18
3620,SMK PGRI 1 Jl. Jemursari VIII/120,143,TPS 19
3621,Balai RT02/RW06 (Jl. Jemursari XIV),143,TPS 20
3622,Jl. Jemurwonosari JH-1 (RW07),143,TPS 21
3623,Jl. Jemurwonosari JN-11,143,TPS 22
3624,Jl.Jemursari Selatan VII (Depan Gereja GKI),143,TPS 23
3625,Jl.Jemursari Utara II (SDN Jemur Wonosari I),143,TPS 24
3626,Jl. Jemurwonosari Gg. 3A,143,TPS 25
3627,Jl. Jemurwonosari Gg. Buntu (tanah kosong),143,TPS 26
3628,Jl. Jemurwonosari Gg. Buntu 12 (belakang),143,TPS 27
3629,Jl. Jemurwonosari Gg. Mualim (Balai RW 9),143,TPS 28
3630,Jl. Jemursari II (SMUN 10 Surebaya),143,TPS 29
3631,Jl. Jemursari II (SMUN 10 Surebaya),143,TPS 30
3632,Jetis Wetan 19 RT 01 RW 01,144,TPS 1
3633,Jetis Wetan 2/9 RT 02 RW 01,144,TPS 2
3634,Pos RT01/RW02,144,TPS 3
3635,Lapangan kranggan margorejo RT05 RW01,144,TPS 4
3636,Lapangan Nur Yahya RT01 RW03,144,TPS 5
3637,Margorejo IIIG No. 34 RT05 RW03,144,TPS 6
3638,Margorejo 4F  RT04RW04,144,TPS 7
3639,Margorejo 2F-79 RT02 RW04,144,TPS 8
3640,Margorejo 2-D/27 RT02 RW05,144,TPS 9
3641,Margorejo IV/105D RT01 RW05,144,TPS 10
3642,Bali RT02 RW06,144,TPS 11
3643,Margorejo RT04 RW06,144,TPS 12
3644,Margorejo Tangsi V RT03 RW07 Balai RW07,144,TPS 13
3645,Margorejo Indak Blk B RT2 RW8 Balai RW8,144,TPS 14
3646,Lapangan Bola Basket RT03 RW08,144,TPS 15
3647,Taman Margorejo Indah RT01 RW08,144,TPS 16
3648,Sidosermo Gg. Langgar,145,TPS 1
3649,Sidosermo Dalam,145,TPS 2
3650,Jl. Sidosermo V,145,TPS 3
3651,Sidosermo IV Gg. IA,145,TPS 4
3652,Kelurahan Lama (Jl. Sidosermo IV/7),145,TPS 5
3653,Sidosermo Gg DAMRI,145,TPS 6
3654,Jl. Sidosermo IV Gg 11,145,TPS 7
3655,Jl. Sidosermo IV Gg 6,145,TPS 8
3656,Jl. Sidosermo IV Gg 14 (balai RW 3),145,TPS 9
3657,Jl. Sidosermo IV Gg 15,145,TPS 10
3658,Jl. Sidosermo IV /29,145,TPS 11
3659,Jl. Sidosermo II Blok G,145,TPS 12
3660,Jl. Sidosermo III,145,TPS 13
3661,Jl. Sidosermo III (Lapangan Al-Huda),145,TPS 14
3662,Jl. Sidosermo Indah (Balai RW 6),145,TPS 15
3663,Jl. Sidosermo PDK IV (Balai RW),145,TPS 16
3664,Jl. Sidosermo II (Parkiran Marina),145,TPS 17
3665,Gang Suzuki 6,146,TPS 1
3666,Jl. Siwalan kerto II B (samping TK Bina Insani),146,TPS 2
3667,Jl. Siwalan kerto 77 (Artaraga),146,TPS 3
3668,Jl. Siwalan kerto IV / 7,146,TPS 4
3669,Jl. Siwalan kerto tengah RT02/RW02,146,TPS 5
3670,Jl. Siwalan kerto tengah RT03/RW02,146,TPS 6
3671,Jl. Siwalan kerto tengah RT05/RW02,146,TPS 7
3672,Jl. Siwalan kerto tengah Gg 5 / 22,146,TPS 8
3673,Jl. Siwalan kerto utara No.31,146,TPS 9
