kecamatan/_text,pemilih,pengguna_hak_pilih,perolehan_suara_1,perolehan_suara_2,suara_sah,suara_tidak_sah,total_suara,resources
TPS 2,664,406,41,357,398,8,406,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 3,674,360,50,304,354,6,360,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 4,640,405,46,353,399,6,405,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 5,625,391,36,350,386,5,391,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 6,671,393,34,347,381,12,393,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 7,572,388,27,353,380,8,388,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 8,588,372,24,344,368,4,372,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 9,483,250,33,213,246,4,250,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 10,501,262,25,234,259,3,262,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 11,486,234,39,190,229,5,234,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 12,469,241,39,197,236,5,241,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 13,472,283,44,235,279,4,283,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 14,472,266,23,239,262,4,266,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 15,464,279,39,238,277,2,279,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 16,618,337,39,286,325,12,337,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 17,469,311,31,273,304,7,311,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 18,541,333,25,302,327,6,333,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 19,396,247,25,222,247,0,247,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 20,558,328,15,312,327,1,328,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 21,526,183,13,168,181,2,183,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 22,640,317,16,301,317,0,317,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 23,608,254,15,238,253,1,254,https://pilkada2015.kpu.go.id/surabayakota/wiyung/wiyung
TPS 1,514,263,66,192,258,5,263,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 2,520,220,35,183,218,2,220,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 3,455,180,27,149,176,4,180,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 4,511,245,18,223,241,4,245,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 5,504,251,34,212,246,5,251,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 6,370,238,39,195,234,4,238,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 7,358,224,40,180,220,4,224,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 8,490,213,24,182,206,7,213,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 9,433,235,40,186,226,9,235,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 10,395,233,24,207,231,2,233,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 11,646,353,40,306,346,7,353,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 12,529,281,41,231,272,9,281,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 13,569,370,43,322,365,5,370,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 14,498,287,28,253,281,6,287,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 15,516,246,24,221,245,1,246,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 16,619,350,61,287,348,2,350,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 17,619,340,41,294,335,5,340,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 18,572,337,40,292,332,5,337,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 19,554,274,17,254,271,3,274,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 20,481,228,18,208,226,2,228,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 21,589,347,30,312,342,5,347,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 22,586,240,34,200,234,6,240,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/bendul_merisi
TPS 1,505,166,15,150,165,1,166,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 2,309,189,16,173,189,0,189,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 3,346,245,27,218,245,0,245,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 4,536,267,37,227,264,3,267,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 5,649,324,26,293,319,5,324,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 6,513,280,32,243,275,5,280,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 7,478,287,28,246,274,13,287,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 8,414,257,18,236,254,3,257,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 9,402,162,16,145,161,1,162,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 10,632,431,44,382,426,5,431,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 11,627,394,48,342,390,4,394,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 12,498,363,67,291,358,5,363,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 13,475,242,54,185,239,3,242,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 14,701,428,67,353,420,8,428,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 15,586,281,42,233,275,6,281,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 16,487,254,36,216,252,2,254,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 17,686,370,56,307,363,7,370,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 18,630,342,40,295,335,7,342,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 19,618,318,39,272,311,7,318,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 20,508,262,44,213,257,5,262,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 21,460,211,25,182,207,4,211,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 22,379,200,13,185,198,2,200,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 23,532,237,20,214,234,3,237,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 24,447,163,18,145,163,0,163,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 25,680,341,290,44,334,0,341,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 26,273,195,38,157,195,0,195,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 27,582,262,46,214,260,2,262,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 28,350,179,16,160,176,3,179,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 29,591,261,20,239,259,2,261,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 30,220,94,10,82,92,2,94,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/jemur_wonosari
TPS 1,707,336,32,298,330,6,336,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 2,538,291,44,242,286,5,291,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 3,660,338,80,254,334,4,338,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 4,473,259,29,216,245,14,259,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 5,433,202,35,166,201,1,202,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 6,738,351,37,311,348,3,351,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 7,365,201,29,169,198,3,201,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 8,512,257,20,233,253,4,257,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 9,592,327,54,267,321,6,327,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 10,378,223,26,190,216,7,223,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 11,516,285,42,237,279,6,285,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 12,594,331,55,270,325,6,331,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 13,661,371,39,321,360,11,371,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 14,435,166,11,155,166,0,166,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 15,612,244,19,224,243,1,244,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 16,404,114,17,97,114,0,114,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/margorejo
TPS 1,566,303,28,274,302,1,303,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 2,538,210,33,171,204,6,210,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 3,521,315,36,271,307,8,315,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 4,546,276,41,228,269,7,276,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 5,513,285,22,256,278,7,285,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 6,500,320,43,268,311,9,320,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 7,555,230,16,212,228,2,230,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 8,580,328,58,267,325,3,328,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 9,554,298,48,245,293,6,299,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 10,581,295,35,256,291,4,295,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 11,570,256,26,229,255,1,256,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 12,544,311,40,267,307,4,311,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 13,561,265,44,218,262,3,265,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 14,557,185,23,161,184,1,185,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 15,568,228,27,200,227,1,228,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 16,612,322,35,284,319,3,322,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 17,472,204,31,170,201,3,204,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/sidosermo
TPS 1,486,249,28,220,248,1,249,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 2,607,336,64,265,329,7,336,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 3,493,325,32,292,324,1,325,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 4,367,221,21,197,218,3,221,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 5,624,356,42,305,347,9,356,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 6,576,322,41,277,318,4,322,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 7,0,377,52,313,365,12,377,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 8,553,359,36,320,356,3,359,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 9,539,349,26,313,339,10,349,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 10,722,367,40,325,365,2,367,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 11,192,135,9,126,135,0,135,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 12,614,336,38,293,331,5,336,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 13,277,277,32,243,275,2,277,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 14,292,186,21,162,183,3,186,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 15,590,346,28,308,336,10,346,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 16,576,328,39,282,321,7,328,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 17,528,351,56,291,347,4,351,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 18,331,154,15,136,151,3,154,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 19,530,300,49,247,296,4,300,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 20,650,418,57,357,414,4,418,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 21,598,279,27,241,268,11,279,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 22,387,197,16,177,193,4,197,https://pilkada2015.kpu.go.id/surabayakota/wonocolo/siwalan_kerto
TPS 1,483,202,18,181,199,3,202,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 2,479,152,10,142,152,0,152,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 3,423,119,11,108,119,0,119,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 4,613,336,42,282,324,12,336,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 5,602,315,80,230,310,5,315,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 6,415,192,32,157,189,3,192,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 7,507,256,37,215,252,4,256,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 8,434,251,40,206,246,5,251,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 9,421,220,27,190,217,3,220,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 10,470,235,18,214,232,3,235,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 11,719,293,64,223,287,6,293,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 12,510,205,50,143,193,12,205,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 13,530,278,26,246,272,6,278,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 14,572,309,28,274,302,7,309,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 15,523,260,33,222,255,5,260,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 16,471,180,18,161,179,1,180,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 17,608,278,52,215,267,11,278,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 18,460,198,20,178,198,0,198,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 19,250,250,28,216,244,6,250,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 20,427,203,22,179,201,2,203,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 21,405,263,32,229,261,2,263,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 22,489,217,35,181,216,1,217,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 23,441,211,37,174,211,0,211,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/darmo
TPS 1,516,246,40,202,242,4,246,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 2,482,234,51,181,232,2,234,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 3,429,233,40,191,231,2,233,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 4,387,232,54,175,229,3,232,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 5,394,194,52,141,193,1,194,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 6,806,290,47,241,288,2,290,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 7,588,210,46,159,205,5,210,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 8,463,142,23,119,142,0,142,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 9,370,215,44,164,208,7,215,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 10,602,320,53,260,313,7,320,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 11,355,355,59,284,343,12,355,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 12,679,281,37,236,273,8,281,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 13,643,261,39,217,256,5,261,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 14,694,274,35,233,268,6,274,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 15,513,289,46,239,285,4,289,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 16,578,365,46,312,358,7,365,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 17,595,315,41,269,310,5,315,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 18,557,249,40,207,247,2,249,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 19,568,293,32,254,286,7,293,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 20,336,178,30,145,175,3,178,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 21,505,293,44,246,290,3,293,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 22,317,138,16,119,135,3,138,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 23,405,194,43,150,193,1,194,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 24,485,183,18,163,181,2,183,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 25,299,183,56,125,181,2,183,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 26,116,62,5,56,61,1,62,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 27,732,305,35,267,302,3,305,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 28,649,261,41,213,254,7,261,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 29,368,212,34,169,203,9,212,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 30,437,264,39,224,263,1,264,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/jagir
TPS 1,540,304,40,260,300,4,304,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 2,479,284,29,250,279,5,284,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 3,0,0,26,266,292,3,295,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 4,413,269,15,244,259,10,269,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 5,428,250,33,214,247,3,250,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 6,543,275,15,256,271,4,275,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 7,598,279,14,262,276,3,279,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 8,470,237,38,195,233,4,237,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 9,445,214,51,158,209,5,214,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 10,455,279,62,210,272,7,279,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 11,536,253,44,204,248,5,253,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 12,592,358,40,316,356,2,358,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 13,411,187,22,163,185,2,187,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 14,429,281,47,226,273,8,281,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 15,459,225,26,196,222,3,225,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 16,585,312,35,274,309,3,312,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 17,493,260,107,148,255,5,260,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel
TPS 1,643,363,39,318,357,9,366,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 2,674,402,33,365,398,4,402,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 3,563,311,50,254,304,7,311,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 4,532,273,32,238,270,3,273,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 5,582,286,61,222,283,3,286,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 6,501,266,43,216,259,7,266,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 7,506,285,21,261,282,3,285,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 8,544,234,20,214,234,0,234,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 9,524,313,61,250,311,2,313,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 10,455,267,53,210,263,4,267,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 11,564,311,38,266,304,7,311,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 12,533,294,52,233,285,9,294,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 13,510,298,60,231,291,7,298,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 14,490,274,50,216,266,8,274,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 15,541,338,44,291,335,3,338,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 16,416,269,32,229,261,8,269,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 17,490,278,31,240,271,7,278,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 18,533,306,44,255,299,7,306,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 19,557,305,28,275,303,2,305,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 20,503,241,41,198,239,2,241,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 21,515,320,43,271,314,6,320,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 22,504,244,31,210,241,3,244,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 23,542,290,43,236,279,11,290,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 24,498,320,58,258,316,4,320,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 25,507,319,45,264,309,10,319,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 26,502,289,45,243,288,1,289,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 27,516,271,66,204,270,1,271,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
TPS 28,482,264,39,222,261,3,264,https://pilkada2015.kpu.go.id/surabayakota/wonokromo/ngagel_rejo
